service_id,dim_call_service_id,dim_language_id,dim_client_id
2676,Gali_ECU_Spa_SEGM_M31GALWSP,Spanish,Galileo_Bucharest
2677,STRK_CTR_Eng_EMEANoRecording_IN1,English,Stryker_ITSD
2679,WSP__CRI_Spa_Platinum_IN1,Spanish,Worldspan_Bucharest
2680,WSP__VEN_Spa_Platinum_IN1,Spanish,Worldspan_Bucharest
2681,Gali_ESP_Spa_ESD_IN1,Spanish,Galileo_Brussels
2682,WSP__ESP_Spa_ESD_IN1,Spanish,Worldspan_Brussels
2683,WSP__ESP_Eng_ESD_IN1,English,Worldspan_Bucharest
2684,MSER_SAU_Eng_None_M31,English,Merck_Serono
2685,HENZ_ARE_Eng_None_IN1,English,Heinz_Bucharest
2686,HENZ_ARE_Eng_PriorityLine_IN1Eng,English,Heinz_Bucharest
2687,HENZ_ARE_Eng_None_M31,English,Heinz_Bucharest
2688,WSP__COL_Spa_Conversion_IN1,Spanish,Worldspan_Bucharest
2689,WSP__URY_Spa_Conversion_IN1,Spanish,Worldspan_Bucharest
2690,WSP__MEX_Spa_Conversion_IN1,Spanish,Worldspan_Bucharest
2691,WSP__ARG_Spa_Conversion_IN1,Spanish,Worldspan_Bucharest
2692,WSP__CHL_Spa_Conversion_IN1,Spanish,Worldspan_Bucharest
2693,WSP__PER_Spa_Conversion_IN1,Spanish,Worldspan_Bucharest
2694,WSP__ECU_Spa_Conversion_IN1,Spanish,Worldspan_Bucharest
2695,WSP__BRA_Por_Conversion_IN1,Portuguese,Worldspan_Bucharest
2699,JDSD_CTR_Lng_PromptBuch_M30,Undefined,John_Deere
2700,JDSD_CTR_Lng_PromptMach_M30,Undefined,John_Deere
2702,LIND_COL_Eng_None_IN1,English,LINDE
2703,LIND_COL_Spa_None_IN1,Spanish,LINDE
2704,WSP__ESP_Spa_Conversion_IN1,Spanish,Worldspan_Brussels
2705,Gali_ESP_Spa_Conversion_IN1,Spanish,Galileo_Brussels
2706,Gali_BEL_Dut_ESD_IN1,Dutch,Galileo_Brussels
2707,Gali_BEL_Fre_ESD_IN1,French,Galileo_Brussels
2708,Gali_DNK_Dan_ESD_IN1,Danish,Galileo_Brussels
2709,Gali_FIN_Fin_ESD_IN1,Finnish,Galileo_Brussels
2710,Gali_NLD_Dut_ESD_IN1,Dutch,Galileo_Brussels
2711,Gali_NOR_Nor_ESD_IN1,Norwegian,Galileo_Brussels
2712,Gali_SWE_Swe_ESD_IN1,Swedish,Galileo_Brussels
2713,WSP__BEL_Dut_ESD_IN1,Dutch,Worldspan_Brussels
2714,WSP__BEL_Eng_ESD_IN1,English,Worldspan_Brussels
2715,WSP__BEL_Fre_ESD_IN1,French,Worldspan_Brussels
2716,WSP__DNK_Dan_ESD_IN1,Danish,Worldspan_Brussels
2717,WSP__FIN_Fin_ESD_IN1,Finnish,Worldspan_Brussels
2718,WSP__NLD_Dut_ESD_IN1,Dutch,Worldspan_Brussels
2719,WSP__NOR_Nor_ESD_IN1,Norwegian,Worldspan_Brussels
2720,WSP__SWE_Swe_ESD_IN1,Swedish,Worldspan_Brussels
2721,Gali_LUX_Fre_ESD_IN1,French,Galileo_Brussels
2722,WSP__LUX_Fre_ESD_IN1,French,Worldspan_Brussels
2724,Gali_BEL_Dut_Conversion_IN1,Dutch,Galileo_Brussels
2725,Gali_BEL_Fre_Conversion_IN1,French,Galileo_Brussels
2726,Gali_DNK_Dan_Conversion_IN1,Danish,Galileo_Brussels
2729,Gali_FIN_Fin_Conversion_IN1,Finnish,Galileo_Brussels
2731,Gali_LUX_Fre_Conversion_IN1,French,Galileo_Brussels
2732,Gali_NLD_Dut_Conversion_IN1,Dutch,Galileo_Brussels
2733,Gali_NOR_Nor_Conversion_IN1,Norwegian,Galileo_Brussels
2734,Gali_SWE_Swe_Conversion_IN1,Swedish,Galileo_Brussels
2735,WSP__BEL_Dut_Conversion_IN1,Dutch,Worldspan_Brussels
2736,WSP__BEL_Eng_Conversion_IN1,English,Worldspan_Brussels
2737,WSP__BEL_Fre_Conversion_IN1,French,Worldspan_Brussels
2738,WSP__DNK_Dan_Conversion_IN1,Danish,Worldspan_Brussels
2739,WSP__FIN_Fin_Conversion_IN1,Finnish,Worldspan_Brussels
2740,WSP__LUX_Fre_Conversion_IN1,French,Worldspan_Brussels
2741,WSP__NLD_Dut_Conversion_IN1,Dutch,Worldspan_Brussels
2742,WSP__NOR_Nor_Conversion_IN1,Norwegian,Worldspan_Brussels
2743,WSP__SWE_Swe_Conversion_IN1,Swedish,Worldspan_Brussels
2752,TRW__CTR_Ita_None_IN1,Italian,TRW_Global
2754,ARIS_CAN_Eng_None_M31,English,ArisGlobal
2755,Gali_FRA_Fre_ESD_IN1,French,Galileo_Bucharest
2756,Gali_FRA_Fre_Conversion_IN1,French,Galileo_Bucharest
2757,WSP__FRA_Fre_Conversion_IN1,French,Worldspan_Bucharest
2758,WSP__FRA_Fre_ESD_IN1,French,Worldspan_Bucharest
2759,JDSD_CTR_Eng_DelNoRecording_IN2,English,John_Deere
2760,JDSD_CTR_Eng_HotLineNoRecording_IN1,English,John_Deere
2761,JDSD_CTR_Eng_NoneNoRecording_IN2,English,John_Deere
2762,JDSD_CTR_Eng_NoneNoRecording_IN2OVFin,English,John_Deere
2763,JDSD_CTR_Eng_NoneNoRecording_IN2OVFre,English,John_Deere
2764,JDSD_CTR_Eng_NoneNoRecording_IN2OVGer,English,John_Deere
2765,JDSD_CTR_Eng_NoneNoRecording_IN2OVIta,English,John_Deere
2766,JDSD_CTR_Eng_NoneNoRecording_IN2OVPol,English,John_Deere
2767,JDSD_CTR_Eng_NoneNoRecording_IN2OVRus,English,John_Deere
2768,JDSD_CTR_Eng_NoneNoRecording_IN2OVSpa,English,John_Deere
2769,JDSD_CTR_Eng_NoneNoRecording_IN2OVSwe,English,John_Deere
2770,JDSD_CTR_Fre_DelNoRecording_IN2,French,John_Deere
2771,JDSD_CTR_Fre_EAMENoRecording_IN2,French,John_Deere
2772,JDSD_CTR_Ger_DelNoRecording_IN2,German,John_Deere
2773,JDSD_CTR_Ger_EOCSNoRecording_IN2,German,John_Deere
2774,JDSD_CTR_Ger_EPDCNoRecording_IN2,German,John_Deere
2775,JDSD_CTR_Ger_LXNoRecording_IN2,German,John_Deere
2776,JDSD_CTR_Ger_ZXNoRecording_IN2,German,John_Deere
2777,JDSD_CTR_Ita_DelNoRecording_IN2,Italian,John_Deere
2778,JDSD_CTR_Ita_NoneNoRecording_IN2,Italian,John_Deere
2779,JDSD_CTR_Rus_DelNoRecording_IN2,Russian,John_Deere
2780,JDSD_CTR_Rus_NoneNoRecording_IN2,Russian,John_Deere
2781,JDSD_CTR_Spa_DelNoRecording_IN2,Spanish,John_Deere
2782,JDSD_CTR_Spa_EAMENoRecording_IN2,Spanish,John_Deere
2783,JDSD_FIN_Fin_DelNoRecording_IN2,Finnish,John_Deere
2784,JDSD_FIN_Fin_NoneNoRecording_IN2,Finnish,John_Deere
2785,JDSD_POL_Pol_DelNoRecording_IN2,Polish,John_Deere
2786,JDSD_POL_Pol_NoneNoRecording_IN2,Polish,John_Deere
2787,JDSD_SWE_Swe_DelNoRecording_IN2,Swedish,John_Deere
2788,JDSD_SWE_Swe_NoneNoRecording_IN2,Swedish,John_Deere
2789,JDSD_CTR_Eng_DelNoRecording_M32,English,John_Deere
2790,JDSD_CTR_Eng_NoneNoRecording_M32,English,John_Deere
2791,JDSD_CTR_Fre_DelNoRecording_M32,French,John_Deere
2792,JDSD_CTR_Fre_EAMENoRecording_M32,French,John_Deere
2793,JDSD_CTR_Ger_DelNoRecording_M32,German,John_Deere
2794,JDSD_CTR_Ger_EOCSNoRecording_M32,German,John_Deere
2795,JDSD_CTR_Ger_EPDCNoRecording_M32,German,John_Deere
2796,JDSD_CTR_Ger_LXNoRecording_M32,German,John_Deere
2797,JDSD_CTR_Ger_ZXNoRecording_M32,German,John_Deere
2798,JDSD_CTR_Ita_DelNoRecording_M32,Italian,John_Deere
2799,JDSD_CTR_Spa_DelNoRecording_M32,Spanish,John_Deere
2800,JDSD_CTR_Spa_EAMENoRecording_M32,Spanish,John_Deere
2801,JDSD_FIN_Fin_DelNoRecording_M32,Finnish,John_Deere
2802,JDSD_FIN_Fin_DelNoRecording_M33,Finnish,John_Deere
2803,JDSD_FIN_Fin_NoneNoRecording_M32,Finnish,John_Deere
2804,JDSD_CTR_Ita_NoneNoRecording_M32,Italian,John_Deere
2805,JDSD_POL_Pol_DelNoRecording_M32,Polish,John_Deere
2806,JDSD_POL_Pol_NoneNoRecording_M32,Polish,John_Deere
2807,JDSD_CTR_Rus_DelNoRecording_M32,Russian,John_Deere
2808,JDSD_CTR_Rus_NoneNoRecording_M32,Russian,John_Deere
2809,JDSD_SWE_Swe_DelNoRecording_M32,Swedish,John_Deere
2810,JDSD_SWE_Swe_DelNoRecording_M33,Swedish,John_Deere
2811,JDSD_SWE_Swe_NoneNoRecording_M32,Swedish,John_Deere
2812,JDSD_CTR_Eng_DelNoRecording_IN1,English,John_Deere
2813,JDSD_CTR_Eng_NoneNoRecording_IN1,English,John_Deere
2814,JDSD_CTR_Fre_DelNoRecording_IN1,French,John_Deere
2815,JDSD_CTR_Fre_EAMENoRecording_IN1,French,John_Deere
2816,JDSD_CTR_Ger_DelNoRecording_IN1,German,John_Deere
2817,JDSD_CTR_Ger_EOCSNoRecording_IN1,German,John_Deere
2818,JDSD_CTR_Ger_EPDCNoRecording_IN1,German,John_Deere
2819,JDSD_CTR_Ger_LXNoRecording_IN1,German,John_Deere
2820,JDSD_CTR_Ger_ZXNoRecording_IN1,German,John_Deere
2821,JDSD_CTR_Ita_DelNoRecording_IN1,Italian,John_Deere
2822,JDSD_CTR_Ita_NoneNoRecording_IN1,Italian,John_Deere
2823,JDSD_CTR_Rus_DelNoRecording_IN1,Russian,John_Deere
2824,JDSD_CTR_Rus_NoneNoRecording_IN1,Russian,John_Deere
2825,JDSD_CTR_Spa_DelNoRecording_IN1,Spanish,John_Deere
2826,JDSD_CTR_Spa_EAMENoRecording_IN1,Spanish,John_Deere
2827,JDSD_FIN_Fin_DelNoRecording_IN1,Finnish,John_Deere
2828,JDSD_FIN_Fin_NoneNoRecording_IN1,Finnish,John_Deere
2829,JDSD_POL_Pol_DelNoRecording_IN1,Polish,John_Deere
2830,JDSD_POL_Pol_NoneNoRecording_IN1,Polish,John_Deere
2831,JDSD_SWE_Swe_DelNoRecording_IN1,Swedish,John_Deere
2832,JDSD_SWE_Swe_NoneNoRecording_IN1,Swedish,John_Deere
2833,WSP__ZAF_Eng_Bronze_IN1,English,Worldspan_Bucharest
2834,WSP__ZAF_Eng_Gold_IN1,English,Worldspan_Bucharest
2835,WSP__ZAF_Eng_NoCode_IN1,English,Worldspan_Bucharest
2836,WSP__ZAF_Eng_Platinum_IN1,English,Worldspan_Bucharest
2837,WSP__ZAF_Eng_Silver_IN1,English,Worldspan_Bucharest
2838,JDSD_CTR_Fre_DelNoRecording_M33,French,John_Deere
2839,JDSD_CTR_Fre_Del_M33,French,John_Deere
2840,JDSD_CTR_Fre_EAMENoRecording_M33,French,John_Deere
2841,JDSD_CTR_Fre_EAME_M33,French,John_Deere
2842,JDSD_CTR_Ger_DelNoRecording_M33,German,John_Deere
2843,JDSD_CTR_Ger_Del_M33,German,John_Deere
2844,JDSD_CTR_Ger_EOCSNoRecording_M33,German,John_Deere
2845,JDSD_CTR_Ger_EOCS_M33,German,John_Deere
2846,JDSD_CTR_Ger_EPDCNoRecording_M33,German,John_Deere
2847,JDSD_CTR_Ger_EPDC_M33,German,John_Deere
2848,JDSD_CTR_Ger_LXNoRecording_M33,German,John_Deere
2849,JDSD_CTR_Ger_LX_M33,German,John_Deere
2850,JDSD_CTR_Ger_ZXNoRecording_M33,German,John_Deere
2851,JDSD_CTR_Ger_ZX_M33,German,John_Deere
2852,JDSD_CTR_Ita_DelNoRecording_M33,Italian,John_Deere
2853,JDSD_CTR_Ita_Del_M33,Italian,John_Deere
2854,JDSD_CTR_Ita_NoneNoRecording_M33,Italian,John_Deere
2855,JDSD_CTR_Ita_None_M33,Italian,John_Deere
2856,JDSD_CTR_Rus_DelNoRecording_M33,Russian,John_Deere
2857,JDSD_CTR_Rus_Del_M33,Russian,John_Deere
2858,JDSD_CTR_Rus_NoneNoRecording_M33,Russian,John_Deere
2859,JDSD_CTR_Rus_None_M33,Russian,John_Deere
2860,JDSD_CTR_Spa_DelNoRecording_M33,Spanish,John_Deere
2861,JDSD_CTR_Spa_Del_M33,Spanish,John_Deere
2862,JDSD_CTR_Spa_EAMENoRecording_M33,Spanish,John_Deere
2863,JDSD_CTR_Spa_EAME_M33,Spanish,John_Deere
2864,JDSD_FIN_Fin_NoneNoRecording_M33,Finnish,John_Deere
2865,JDSD_FIN_Fin_None_M33,Finnish,John_Deere
2866,JDSD_MEX_Spa_None_M33,Spanish,JDSD_Mexico
2867,JDSD_POL_Pol_DelNoRecording_M33,Polish,John_Deere
2868,JDSD_POL_Pol_Del_M33,Polish,John_Deere
2869,JDSD_POL_Pol_NoneNoRecording_M33,Polish,John_Deere
2870,JDSD_POL_Pol_None_M33,Polish,John_Deere
2871,JDSD_SWE_Swe_NoneNoRecording_M33,Swedish,John_Deere
2872,JDSD_SWE_Swe_None_M33,Swedish,John_Deere
2873,STRK_USA_Eng_Central_IN1,English,Stryker_ITSD
2874,STRK_USA_Eng_Central_M31,English,Stryker_ITSD
2875,APO__CAN_Fre_Conversion_IN1,French,Apollo
2876,WSP__CAN_Eng_Conversion_IN1,English,Worldspan_Bucharest
2877,WSP__CAN_Fre_Conversion_IN1,French,Worldspan_Bucharest
2878,SAPA_CTR_Eng_None_IN1AH,English,Hydro
2879,SAPA_ITA_Ita_None_IN1,Italian,Hydro
2880,SAPA_ESP_Spa_None_IN1,Spanish,Hydro
2881,SAPA_PRT_Por_None_IN1,Portuguese,Hydro
2882,SAPA_CTR_Lng_None_Out,Undefined,Hydro
2883,SAPA_ITA_Eng_None_IN1,English,Hydro
2884,SAPA_ESP_Eng_None_IN1,English,Hydro
2885,SAPA_PRT_Eng_None_IN1,English,Hydro
2886,SAPA_ESP_Lng_None_M31,Undefined,Hydro
2887,SAPA_ITA_Lng_None_M31,Undefined,Hydro
2888,SAPA_PRT_Lng_None_M31,Undefined,Hydro
2889,WSP__MLT_Eng_ESD_IN1,English,Worldspan_Bucharest
2890,SPAS_HND_Lng_None_M31,Undefined,Sanofi_Pasteur
2891,Gali_GBR_Eng_Conversion_IN1,English,Galileo_Bucharest
2892,Gali_IRL_Eng_Conversion_IN1,English,Galileo_Bucharest
2893,Gali_DEU_Ger_Conversion_IN1,German,Galileo_Bucharest
2894,Gali_CHE_Fre_Conversion_IN1,French,Galileo_Bucharest
2895,Gali_CHE_Ger_Conversion_IN1,German,Galileo_Bucharest
2897,WSP__GBR_Eng_Conversion_IN1,English,Worldspan_Bucharest
2898,WSP__IRL_Eng_Conversion_IN1,English,Worldspan_Bucharest
2899,WSP__DEU_Eng_Conversion_IN1,English,Worldspan_Bucharest
2900,WSP__DEU_Ger_Conversion_IN1,German,Worldspan_Bucharest
2901,WSP__CHE_Eng_Conversion_IN1,English,Worldspan_Bucharest
2902,WSP__CHE_Fre_Conversion_IN1,French,Worldspan_Bucharest
2903,WSP__CHE_Ger_Conversion_IN1,German,Worldspan_Bucharest
2904,Gali_USA_Eng_NoCode_IN1,English,Galileo_Bucharest
2905,Gali_USA_Eng_SEGM_M31,English,Galileo_Bucharest
2906,SAPA_AUT_Eng_None_IN1,English,Hydro
2907,SAPA_AUT_Ger_None_IN1,German,Hydro
2908,SAPA_DEU_Eng_None_IN1,English,Hydro
2909,SAPA_DEU_Ger_None_IN1,German,Hydro
2910,SAPA_SVK_Eng_None_IN1,English,Hydro
2911,SAPA_SVK_Slo_None_IN1,Slovak,Hydro
2912,SAPA_CZE_Eng_None_IN1,English,Hydro
2913,SAPA_CZE_Slo_None_IN1,Slovak,Hydro
2914,SAPA_POL_Eng_None_IN1,English,Hydro
2915,SAPA_POL_Pol_None_IN1,Polish,Hydro
2916,SAPA_CZE_Lng_None_M31,Undefined,Hydro
2917,SAPA_POL_Lng_None_M31,Undefined,Hydro
2918,SAPA_SVK_Lng_None_M31,Undefined,Hydro
2919,SAPA_AUT_Lng_None_M31,Undefined,Hydro
2920,SAPA_DEU_Lng_None_M31,Undefined,Hydro
2921,Gali_CTR_Lng_RoutingBackToMenu_M31,Undefined,Galileo_Bucharest
2922,STRK_CTR_Eng_LATAM_IN1,English,Stryker_ITSD
2923,STRK_CTR_Eng_LATAM_IN2OVSpa,English,Stryker_ITSD
2924,STRK_CTR_Spa_LATAM_IN1,Spanish,Stryker_ITSD
2925,STRK_CTR_Spa_LATAM_IN2,Spanish,Stryker_ITSD
2926,STRK_CTR_Eng_LATAM_IN2OVPor,English,Stryker_ITSD
2927,STRK_CTR_Por_LATAM_IN1,Portuguese,Stryker_ITSD
2928,STRK_CTR_Por_LATAM_IN2,Portuguese,Stryker_ITSD
2929,STRK_CTR_Spa_LATAM_M31,Spanish,Stryker_ITSD
2930,STRK_CTR_Spa_LATAM_M32,Spanish,Stryker_ITSD
2931,STRK_CTR_Por_LATAM_M31,Portuguese,Stryker_ITSD
2932,STRK_CTR_Por_LATAM_M32,Portuguese,Stryker_ITSD
2933,STRK_USA_Eng_West_IN1,English,Stryker_ITSD
2934,STRK_USA_Eng_East_IN1,English,Stryker_ITSD
2935,STRK_USA_Eng_East_M31,English,Stryker_ITSD
2936,STRK_USA_Eng_West_M31,English,Stryker_ITSD
2937,MSER_CZE_Eng_None_M31,English,Merck_Serono
2938,MSER_GRC_Eng_None_M31,English,Merck_Serono
2939,MSER_HUN_Eng_None_M31,English,Merck_Serono
2940,MSER_SVK_Eng_None_M31,English,Merck_Serono
2941,MSER_NOR_Eng_None_M31,English,Merck_Serono
2942,MSER_ISL_Eng_None_M31,English,Merck_Serono
2943,MSER_LVA_Eng_None_M31,English,Merck_Serono
2944,MSER_EST_Eng_None_M31,English,Merck_Serono
2945,MSER_KOR_Eng_None_M31,English,Merck_Serono
2946,SAPA_GBR_Eng_None_IN1,English,Hydro
2947,SAPA_USA_Eng_None_IN1,English,Hydro
2948,SAPA_USA_Eng_None_M31,English,Hydro
2949,SAPA_GBR_Eng_None_M31,English,Hydro
2950,BIRD_CTR_Eng_None_IN1,English,BioRad
2951,BIRD_CAN_Eng_None_M31,English,BioRad
2953,BIRD_CTR_Eng_None_IN1AH,English,BioRad
2954,BIRD_USA_Eng_None_M31,English,BioRad
2955,CRFH_DOM_Lng_None_M30,Undefined,CRF_Health
2956,GMSD_CTR_Lng_External_M32,Undefined,Goodman_Service_Desk
2958,SAPA_MEX_Eng_None_IN1,English,Hydro
2959,SAPA_MEX_Spa_None_IN1,Spanish,Hydro
2960,SAPA_CAN_Eng_None_IN1,English,Hydro
2961,SAPA_CAN_Eng_None_M31,English,Hydro
2963,MSER_ISR_Eng_None_M31,English,Merck_Serono
2964,MSER_CHL_Spa_None_M31,Spanish,Merck_Serono
2965,MSER_COL_Spa_None_M31,Spanish,Merck_Serono
2966,NVLS_CTR_ita_None_IN1,Italian,Novelis_EMEA
2967,NVLS_CTR_Ita_NoRecording_IN1,Italian,Novelis_EMEA
2968,NVLS_CTR_fre_None_IN1,French,Novelis_EMEA
2969,NVLS_CTR_Fre_NoRecording_IN1,French,Novelis_EMEA
2970,NVLS_CTR_ger_None_IN1,German,Novelis_EMEA
2971,NVLS_CTR_Ger_NoRecording_IN1,German,Novelis_EMEA
2974,Gali_CHE_Fre_Conversion_M31,French,Galileo_Bucharest
2975,Gali_CHE_Ger_Conversion_M31,German,Galileo_Bucharest
2976,Gali_PRT_Por_Conversion_IN1,Portuguese,Galileo_Brussels
2977,STRK_CTR_Eng_SalesRep_IN1,English,Stryker_ITSD
2978,Gali_ISR_Eng_Conversion_IN1,English,Galileo_Bucharest
2979,WSP__ISR_Heb_Conversion_IN1,Hebrew,Worldspan_Brussels
2980,WSP__MLT_Eng_Conversion_IN1,English,Worldspan_Bucharest
2981,Gali_RUS_Rus_Conversion_IN1,Russian,Galileo_Bucharest
2982,Gali_HUN_Hun_Conversion_IN1,Hungarian,Galileo_Bucharest
2983,WSP__HUN_Hun_Conversion_IN1,Hungarian,Worldspan_Bucharest
2984,Gali_ROU_Rum_Conversion_IN1,Romanian,Galileo_Bucharest
2985,WSP__ROU_Rum_Conversion_IN1,Romanian,Worldspan_Bucharest
2986,Gali_POL_Pol_Conversion_IN1,Polish,Galileo_Brussels
2987,WSP__POL_Pol_Conversion_IN1,Polish,Worldspan_Brussels
2988,Gali_ZAF_Eng_Conversion_IN1,English,Galileo_Bucharest
2989,WSP__ZAF_Eng_Conversion_IN1,English,Worldspan_Bucharest
2990,Gali_KEN_Eng_Conversion_IN1,English,Galileo_Bucharest
2991,CLS__CTR_Eng_None_IN1,English,CLS_ServiceDesk
2992,CLS__CTR_Lng_None_Out,Undefined,CLS_ServiceDesk
2998,SAPA_CHE_Eng_None_IN1,English,Hydro
2999,SAPA_CHE_Ger_None_IN1,German,Hydro
3000,SAPA_EST_Eng_None_IN1,English,Hydro
3001,SAPA_EST_Eng_None_M31,English,Hydro
3002,SAPA_CHE_Eng_None_M31,English,Hydro
3003,CLRT_CTR_Eng_None_IN1,English,Clariant
3004,CLRT_CTR_Ger_None_IN1,German,Clariant
3005,CLRT_CTR_Fre_None_IN1,French,Clariant
3006,CLRT_CTR_Ita_None_IN1,Italian,Clariant
3007,CLRT_CTR_Rus_None_IN1,Russian,Clariant
3008,CLRT_CTR_Spa_None_IN1,Spanish,Clariant
3009,CLRT_CTR_Lng_None_Out,Undefined,Clariant
3011,CLRT_CTR_Eng_None_IN2,English,Clariant
3012,CLRT_CTR_Eng_None_M32,English,Clariant
3013,Gali_PER_Spa_Conversion_IN1,Spanish,Galileo_Bucharest
3014,Gali_PER_Spa_Gold_IN1,Spanish,Galileo_Bucharest
3015,Gali_PER_Spa_Silver_IN1,Spanish,Galileo_Bucharest
3016,Gali_PER_Spa_Bronze_IN1,Spanish,Galileo_Bucharest
3017,Gali_PER_Spa_NoCode_IN1,Spanish,Galileo_Bucharest
3018,WSP__PER_Spa_Gold_IN1,Spanish,Worldspan_Bucharest
3019,WSP__PER_Spa_Silver_IN1,Spanish,Worldspan_Bucharest
3020,WSP__PER_Spa_Bronze_IN1,Spanish,Worldspan_Bucharest
3021,WSP__PER_Spa_NoCode_IN1,Spanish,Worldspan_Bucharest
3022,Gali_VEN_Spa_Conversion_IN1,Spanish,Galileo_Bucharest
3023,Gali_VEN_Spa_Gold_IN1,Spanish,Galileo_Bucharest
3024,Gali_VEN_Spa_Silver_IN1,Spanish,Galileo_Bucharest
3025,Gali_VEN_Spa_Bronze_IN1,Spanish,Galileo_Bucharest
3026,Gali_VEN_Spa_NoCode_IN1,Spanish,Galileo_Bucharest
3027,WSP__VEN_Spa_Conversion_IN1,Spanish,Worldspan_Bucharest
3028,WSP__VEN_Spa_Gold_IN1,Spanish,Worldspan_Bucharest
3029,WSP__VEN_Spa_Silver_IN1,Spanish,Worldspan_Bucharest
3030,WSP__VEN_Spa_Bronze_IN1,Spanish,Worldspan_Bucharest
3031,WSP__VEN_Spa_NoCode_IN1,Spanish,Worldspan_Bucharest
3032,Gali_CRI_Spa_Conversion_IN1,Spanish,Galileo_Bucharest
3033,Gali_CRI_Spa_Gold_IN1,Spanish,Galileo_Bucharest
3034,Gali_CRI_Spa_Silver_IN1,Spanish,Galileo_Bucharest
3035,Gali_CRI_Spa_Bronze_IN1,Spanish,Galileo_Bucharest
3036,Gali_CRI_Spa_NoCode_IN1,Spanish,Galileo_Bucharest
3037,WSP__CRI_Spa_Conversion_IN1,Spanish,Worldspan_Bucharest
3038,WSP__CRI_Spa_Gold_IN1,Spanish,Worldspan_Bucharest
3039,WSP__CRI_Spa_Silver_IN1,Spanish,Worldspan_Bucharest
3040,WSP__CRI_Spa_Bronze_IN1,Spanish,Worldspan_Bucharest
3041,WSP__CRI_Spa_NoCode_IN1,Spanish,Worldspan_Bucharest
3042,Gali_ECU_Spa_Conversion_IN1,Spanish,Galileo_Bucharest
3043,Gali_ECU_Spa_Gold_IN1,Spanish,Galileo_Bucharest
3045,Gali_ECU_Spa_Silver_IN1,Spanish,Galileo_Bucharest
3046,Gali_ECU_Spa_Bronze_IN1,Spanish,Galileo_Bucharest
3047,Gali_ECU_Spa_NoCode_IN1,Spanish,Galileo_Bucharest
3048,WSP__ECU_Spa_Gold_IN1,Spanish,Worldspan_Bucharest
3049,WSP__ECU_Spa_Silver_IN1,Spanish,Worldspan_Bucharest
3050,WSP__ECU_Spa_Bronze_IN1,Spanish,Worldspan_Bucharest
3052,WSP__ECU_Spa_NoCode_IN1,Spanish,Worldspan_Bucharest
3053,GALI_PAN_Spa_Conversion_IN1,Spanish,Galileo_Bucharest
3054,GALI_PAN_Spa_Gold_IN1,Spanish,Galileo_Bucharest
3055,GALI_PAN_Spa_Silver_IN1,Spanish,Galileo_Bucharest
3056,GALI_PAN_Spa_Bronze_IN1,Spanish,Galileo_Bucharest
3057,GALI_PAN_Spa_NoCode_IN1,Spanish,Galileo_Bucharest
3058,Gali_COL_Spa_Conversion_IN1,Spanish,Galileo_Bucharest
3059,Gali_COL_Spa_Gold_IN1,Spanish,Galileo_Bucharest
3060,Gali_COL_Spa_Silver_IN1,Spanish,Galileo_Bucharest
3061,Gali_COL_Spa_Bronze_IN1,Spanish,Galileo_Bucharest
3062,Gali_COL_Spa_NoCode_IN1,Spanish,Galileo_Bucharest
3063,WSP__COL_Spa_Gold_IN1,Spanish,Worldspan_Bucharest
3064,WSP__COL_Spa_Silver_IN1,Spanish,Worldspan_Bucharest
3065,WSP__COL_Spa_Bronze_IN1,Spanish,Worldspan_Bucharest
3067,WSP__COL_Spa_NoCode_IN1,Spanish,Worldspan_Bucharest
3073,CLRT_CTR_Fre_None_IN2,French,Clariant
3074,CLRT_CTR_Eng_None_IN2OVFre,English,Clariant
3075,CLRT_CTR_Fre_NoRecording_IN1,French,Clariant
3076,CLRT_CTR_Fre_NoRecording_IN2,French,Clariant
3077,CLRT_CTR_Eng_NoRecording_IN2OVFre,English,Clariant
3078,CLRT_CTR_Ger_None_IN2,German,Clariant
3079,CLRT_CTR_Eng_None_IN2OVGer,English,Clariant
3080,CLRT_CTR_Ger_NoRecording_IN1,German,Clariant
3081,CLRT_CTR_Ger_NoRecording_IN2,German,Clariant
3082,CLRT_CTR_Eng_NoRecording_IN2OVGer,English,Clariant
3083,CLRT_CTR_Eng_NoRecording_IN2OVIta,English,Clariant
3084,CLRT_CTR_Eng_None_IN2OVIta,English,Clariant
3085,CLRT_CTR_Eng_None_IN2OVRus,English,Clariant
3086,CLRT_CTR_Eng_None_IN2OVSpa,English,Clariant
3087,CLRT_CTR_Eng_NoRecording_IN2OVRus,English,Clariant
3088,CLRT_CTR_Eng_NoRecording_IN2OVSpa,English,Clariant
3089,CLRT_CTR_Ita_None_IN2,Italian,Clariant
3090,CLRT_CTR_Ita_NoRecording_IN1,Italian,Clariant
3091,CLRT_CTR_Ita_NoRecording_IN2,Italian,Clariant
3092,CLRT_CTR_Rus_None_IN2,Russian,Clariant
3093,CLRT_CTR_Rus_NoRecording_IN1,Russian,Clariant
3094,CLRT_CTR_Rus_NoRecording_IN2,Russian,Clariant
3095,CLRT_CTR_Spa_None_IN2,Spanish,Clariant
3096,CLRT_CTR_Spa_NoRecording_IN1,Spanish,Clariant
3097,CLRT_CTR_Spa_NoRecording_IN2,Spanish,Clariant
3098,CLRT_CTR_Eng_NoRecording_IN1,English,Clariant
3099,CLRT_CTR_Eng_NoRecording_IN2,English,Clariant
3100,CLRT_CTR_Eng_NoRecord_M32,English,Clariant
